Mod:Item:MetaData, Localized Name
magicbees:beecomb:6, Душевные соты.name
magicbees:drop:0, Enchanting Drop
magicbees:drop:1, Интеллектуальная капля.name
magicbees:drop:2, Нестабильная капля.name
magicbees:drop:3, Углеродная капля.name
magicbees:drop:4, Капля света.name
magicbees:drop:5, Покоряющая капля.name
magicbees:pollen:0, Необычная пыльца.name
magicbees:pollen:1, Поэтапная пыльца.name
magicbees:propolis:0, Нестабильный прополис.name
magicbees:propolis:1, Свежий прополис.name
magicbees:propolis:2, Горящий прополис.name
magicbees:propolis:3, Текучий прополис.name
magicbees:propolis:4, Каменный прополис.name
magicbees:propolis:5, Ordered Propolis
magicbees:propolis:6, Chaotic Propolis
magicbees:wax:0, Магический воск.name
magicbees:wax:1, Душевный воск.name
magicbees:wax:2, Амнезийный воск.name
magicbees:resource:0, Фрагмент знаний.name
magicbees:resource:1, Ароматический кусок.name
magicbees:resource:2, Концентрированные соединения.name
magicbees:resource:3, Обломок кости скелета-иссушителя.name
magicbees:resource:4, Фрагмент черепа скелета-иссушителя.name
magicbees:resource:5, Драконья пыль.name
magicbees:resource:6, Драконий кусок.name
magicbees:resource:7, Эссенция ложной жизни.name
magicbees:resource:8, Эссенция неглубокой могилы.name
magicbees:resource:9, Эссенция утраченного времени.name
magicbees:resource:10, Эссенция вечной прочности.name
magicbees:resource:11, Эссенция бесконечного равнодушия.name
magicbees:resource:12, Эссенция изменчивого постоянства.name
magicbees:resource:13, Пространственная сингулярность.name
magicbees:orepart:0, Diamond Shard
magicbees:orepart:1, Emerald Shard
magicbees:orepart:2, Apatite Shard
magicbees:orepart:3, Copper Nugget
magicbees:orepart:4, Tin Nugget
magicbees:orepart:5, Bronze Nugget
magicbees:mysteriousmagnet:0, Mysterious Magnet
magicbees:mysteriousmagnet:2, Mysterious Magnet
magicbees:mysteriousmagnet:4, Mysterious Magnet
magicbees:mysteriousmagnet:6, Mysterious Magnet
magicbees:mysteriousmagnet:8, Mysterious Magnet
magicbees:mysteriousmagnet:10, Mysterious Magnet
magicbees:mysteriousmagnet:12, Mysterious Magnet
magicbees:mysteriousmagnet:14, Mysterious Magnet
magicbees:mysteriousmagnet:16, Mysterious Magnet
magicbees:mysteriousmagnet:18, Mysterious Magnet
magicbees:moondial, Jade Moon Dial
magicbees:manasteelgrafter, Manasteel Grafter
magicbees:manasteelscoop, Manasteel Scoop
magicbees:frames.temporal, Temporal Frame
magicbees:frames.oblivion, Oblivion Frame
magicbees:frames.magic, Magic Frame
magicbees:frames.resilient, Resilient Frame
magicbees:frames.gentle, Gentle Frame
magicbees:frames.metabolic, Metabolic Frame
magicbees:frames.necrotic, Necrotic Frame
magicbees:hiveblock:0, Curious Hive
magicbees:hiveblock:1, Unusual Hive
magicbees:hiveblock:2, Resonating Hive
magicbees:hiveblock:3, Deep Hive
magicbees:hiveblock:4, Infernal Hive
magicbees:hiveblock:5, Oblivion Hive
magicbees:effectjar, Bee Collector's Jar
magicbees:enchanted_earth, Enchanted Earth
mekores:mekanismore:0, Uranium Crystal
mekores:mekanismore:1, Uranium Shard
mekores:mekanismore:2, Uranium Clump
mekores:mekanismore:3, Dirty Uranium Dust
mekores:mekanismore:4, Uranium Dust
mekores:mekanismore:5, Yellorium Crystal
mekores:mekanismore:6, Yellorium Shard
mekores:mekanismore:7, Yellorium Clump
mekores:mekanismore:8, Dirty Yellorium Dust
mekores:mekanismore:9, Yellorium Dust
mekores:mekanismore:10, Nickel Crystal
mekores:mekanismore:11, Nickel Shard
mekores:mekanismore:12, Nickel Clump
mekores:mekanismore:13, Dirty Nickel Dust
mekores:mekanismore:14, Nickel Dust
mekores:mekanismore:15, Platinum Crystal
mekores:mekanismore:16, Platinum Shard
mekores:mekanismore:17, Platinum Clump
mekores:mekanismore:18, Dirty Platinum Dust
mekores:mekanismore:19, Platinum Dust
mekores:mekanismore:20, Iridium Crystal
mekores:mekanismore:21, Iridium Shard
mekores:mekanismore:22, Iridium Clump
mekores:mekanismore:23, Dirty Iridium Dust
mekores:mekanismore:24, Iridium Dust
mekores:mekanismore:25, Mithril Crystal
mekores:mekanismore:26, Mithril Shard
mekores:mekanismore:27, Mithril Clump
mekores:mekanismore:28, Dirty Mithril Dust
mekores:mekanismore:29, Mithril Dust
mekores:mekanismore:30, Aluminum Crystal
mekores:mekanismore:31, Aluminum Shard
mekores:mekanismore:32, Aluminum Clump
mekores:mekanismore:33, Dirty Aluminum Dust
mekores:mekanismore:34, Aluminum Dust
mekores:mekanismore:35, Cobalt Crystal
mekores:mekanismore:36, Cobalt Shard
mekores:mekanismore:37, Cobalt Clump
mekores:mekanismore:38, Dirty Cobalt Dust
mekores:mekanismore:39, Cobalt Dust
mekores:mekanismore:40, Ardite Crystal
mekores:mekanismore:41, Ardite Shard
mekores:mekanismore:42, Ardite Clump
mekores:mekanismore:43, Dirty Ardite Dust
mekores:mekanismore:44, Ardite Dust
mekores:mekanismore:45, Starmetal Crystal
mekores:mekanismore:46, Starmetal Shard
mekores:mekanismore:47, Starmetal Clump
mekores:mekanismore:48, Dirty Starmetal Dust
mekores:mekanismore:49, Starmetal Dust
mekores:mekanismore:50, Draconium Crystal
mekores:mekanismore:51, Draconium Shard
mekores:mekanismore:52, Draconium Clump
mekores:mekanismore:53, Dirty Draconium Dust
mekores:mekanismore:54, Draconium Dust
mekores:mekanismore:55, Beryllium Crystal
mekores:mekanismore:56, Beryllium Shard
mekores:mekanismore:57, Beryllium Clump
mekores:mekanismore:58, Dirty Beryllium Dust
mekores:mekanismore:59, Beryllium Dust
mekores:mekanismore:60, Boron Crystal
mekores:mekanismore:61, Boron Shard
mekores:mekanismore:62, Boron Clump
mekores:mekanismore:63, Dirty Boron Dust
mekores:mekanismore:64, Boron Dust
mekores:mekanismore:65, Lithium Crystal
mekores:mekanismore:66, Lithium Shard
mekores:mekanismore:67, Lithium Clump
mekores:mekanismore:68, Dirty Lithium Dust
mekores:mekanismore:69, Lithium Dust
mekores:mekanismore:70, Magnesium Crystal
mekores:mekanismore:71, Magnesium Shard
mekores:mekanismore:72, Magnesium Clump
mekores:mekanismore:73, Dirty Magnesium Dust
mekores:mekanismore:74, Magnesium Dust
mekores:mekanismore:75, Thorium Crystal
mekores:mekanismore:76, Thorium Shard
mekores:mekanismore:77, Thorium Clump
mekores:mekanismore:78, Dirty Thorium Dust
mekores:mekanismore:79, Thorium Dust
mekores:mekanismore:80, Zirconium Crystal
mekores:mekanismore:81, Zirconium Shard
mekores:mekanismore:82, Zirconium Clump
mekores:mekanismore:83, Dirty Zirconium Dust
mekores:mekanismore:84, Zirconium Dust
mekores:mekanismore:85, Titanium Crystal
mekores:mekanismore:86, Titanium Shard
mekores:mekanismore:87, Titanium Clump
mekores:mekanismore:88, Dirty Titanium Dust
mekores:mekanismore:89, Titanium Dust
mekores:mekanismore:90, Desh Crystal
mekores:mekanismore:91, Desh Shard
mekores:mekanismore:92, Desh Clump
mekores:mekanismore:93, Dirty Desh Dust
mekores:mekanismore:94, Desh Dust
mekores:mekanismore:95, Carbon Crystal
mekores:mekanismore:96, Carbon Shard
mekores:mekanismore:97, Carbon Clump
mekores:mekanismore:98, Dirty Carbon Dust
mekores:mekanismore:99, Carbon Dust
mekores:mekanismore:100, Dark Iron Crystal
mekores:mekanismore:101, Dark Iron Shard
mekores:mekanismore:102, Dark Iron Clump
mekores:mekanismore:103, Dirty Dark Iron Dust
mekores:mekanismore:104, Dark Iron Dust
mekores:mekanismore:105, Tungsten Crystal
mekores:mekanismore:106, Tungsten Shard
mekores:mekanismore:107, Tungsten Clump
mekores:mekanismore:108, Dirty Tungsten Dust
mekores:mekanismore:109, Tungsten Dust
mekores:mekanismore:110, Zinc Crystal
mekores:mekanismore:111, Zinc Shard
mekores:mekanismore:112, Zinc Clump
mekores:mekanismore:113, Dirty Zinc Dust
